,corr,abs_corr
ssta_lanina,-0.34492833906596504,0.34492833906596504
wheat_monthly_rvb,0.30506795169793804,0.30506795169793804
wheat_monthly_rv,0.30169450043922147,0.30169450043922147
wheat_weekly_rvb,0.29682277162055326,0.29682277162055326
wheat_monthly_rvg,0.29122629143297724,0.29122629143297724
wheat_weekly_rvg,0.2884874095617783,0.2884874095617783
wheat_monthly_trd,0.28714154817385146,0.28714154817385146
wheat_seasonal_tru,0.2856618711894805,0.2856618711894805
wheat_seasonal_trd,0.2828726762619039,0.2828726762619039
wheat_seasonal_jumps,0.2791879198275439,0.2791879198275439
wheat_monthly_tru,0.2633386017028616,0.2633386017028616
SOI_index,0.25690568275381453,0.25690568275381453
wheat_monthly_jumps,0.2534884810700601,0.2534884810700601
wheat_seasonal_rv,0.23462103606069523,0.23462103606069523
wheat_seasonal_rvb,0.23403565309559976,0.23403565309559976
wheat_weekly_trd,0.23266843384495198,0.23266843384495198
wheat_seasonal_rvg,0.23109406140315605,0.23109406140315605
wheat_weekly_tru,0.2206227046257779,0.2206227046257779
epu_financial_reg,0.20330337954708133,0.20330337954708133
wheat_weekly_jumps,0.19538304870405251,0.19538304870405251
WTI_Index,0.1845264786432553,0.1845264786432553
epu_trade,-0.16212975820618372,0.16212975820618372
corn_weekly_rvg,0.14529656104792193,0.14529656104792193
corn_weekly_rv,0.14069559587152333,0.14069559587152333
epu_monetary,0.13842156902152802,0.13842156902152802
frbsf_sentiment,-0.13664967047268306,0.13664967047268306
corn_weekly_rvb,0.13664062293764342,0.13664062293764342
corn_monthly_rvg,0.13508958531957765,0.13508958531957765
soybeans_weekly_rvg,0.12897309914036917,0.12897309914036917
corn_seasonal_lev,0.12692662028309948,0.12692662028309948
corn_monthly_rv,0.1257182527274452,0.1257182527274452
corn_monthly_rvb,0.11755952535870637,0.11755952535870637
corn_monthly_tru,0.11682696694432425,0.11682696694432425
ssta_elino,-0.11598025491755676,0.11598025491755676
soybeans_weekly_rv,0.11385040088482251,0.11385040088482251
corn_monthly_trd,0.11198176127650025,0.11198176127650025
soybeans_monthly_rvg,0.10811036495394098,0.10811036495394098
corn_seasonal_rsk,0.10435964462499756,0.10435964462499756
soybeans_monthly_tru,0.09899390368406069,0.09899390368406069
soybeans_monthly_rv,0.09868277682917015,0.09868277682917015
soybeans_weekly_rvb,0.09708366903363261,0.09708366903363261
soybeans_weekly_tru,0.09566584628065407,0.09566584628065407
corn_weekly_trd,0.09510312614349242,0.09510312614349242
soybeans_seasonal_lev,0.0946401559834101,0.0946401559834101
corn_seasonal_jumps,-0.09189378670538409,0.09189378670538409
soybeans_seasonal_rvg,0.09117842716367693,0.09117842716367693
soybeans_monthly_rvb,0.08947773237503087,0.08947773237503087
soybeans_seasonal_tru,0.08526759533334395,0.08526759533334395
corn_weekly_tru,0.0848842393999916,0.0848842393999916
soybeans_seasonal_rsk,0.08114666170384967,0.08114666170384967
soybeans_seasonal_rv,0.07820993172303048,0.07820993172303048
corn_seasonal_rvg,0.07624208679223496,0.07624208679223496
epu_regulation,0.07335206511910525,0.07335206511910525
soybeans_monthly_trd,0.07042132276667716,0.07042132276667716
soybeans_seasonal_rvb,0.06657557747230683,0.06657557747230683
corn_seasonal_rv,0.06491202418815596,0.06491202418815596
wet,0.06242829930969902,0.06242829930969902
dry,0.06014735724844698,0.06014735724844698
corn_seasonal_rvb,0.059590763388709854,0.059590763388709854
corn_seasonal_trd,0.05944694748153397,0.05944694748153397
corn_seasonal_tru,0.05890847611876983,0.05890847611876983
wheat_monthly_lev,-0.058831735691151965,0.058831735691151965
soybeans_weekly_trd,0.05741414980218031,0.05741414980218031
corn_monthly_rsk,0.04992879040391056,0.04992879040391056
soybeans_monthly_rsk,0.04967872782227832,0.04967872782227832
soybeans_monthly_lev,0.0494661353722359,0.0494661353722359
epu_healthcare,-0.04936214133286144,0.04936214133286144
soybeans_seasonal_trd,0.0476770363195136,0.0476770363195136
soybeans_weekly_lev,0.047644730804104536,0.047644730804104536
corn_monthly_lev,0.047504193225620044,0.047504193225620044
corn_seasonal_rku,-0.04713750041166122,0.04713750041166122
wheat_weekly_rku,0.04548654986350403,0.04548654986350403
epu_index,0.04513130318656049,0.04513130318656049
Stock_Uncertainty,0.04503148172623663,0.04503148172623663
soybeans_weekly_rsk,0.04351550152044845,0.04351550152044845
corn_monthly_rku,0.04174302761201455,0.04174302761201455
epu_sovereign_debt,0.04107793169173375,0.04107793169173375
wheat_monthly_rsk,-0.040441909251370596,0.040441909251370596
Unnamed: 0.1,0.03992594891643429,0.03992594891643429
Unnamed: 0,0.03992594891643429,0.03992594891643429
wheat_weekly_lev,-0.03817638798677935,0.03817638798677935
DJIA_Index,0.035419800543182806,0.035419800543182806
epu_overall,0.03367494229932806,0.03367494229932806
soybeans_seasonal_rku,-0.03171413197893436,0.03171413197893436
epu_govt_spending,0.02861245831989793,0.02861245831989793
soybeans_monthly_jumps,0.023582499975930597,0.023582499975930597
wheat_weekly_rsk,-0.022960593810426574,0.022960593810426574
wheat_seasonal_rku,0.022311846168527123,0.022311846168527123
soybeans_weekly_rku,-0.021226224826203656,0.021226224826203656
wheat_monthly_rku,0.020712403352500658,0.020712403352500658
wheat_seasonal_rsk,0.02022551836920424,0.02022551836920424
soybeans_weekly_jumps,0.01959951745983025,0.01959951745983025
epu_national_security,0.01884971069590004,0.01884971069590004
corn_weekly_jumps,-0.018701202164281585,0.018701202164281585
epu_entitlement,-0.016696604825872263,0.016696604825872263
corn_weekly_lev,0.015797127900740605,0.015797127900740605
soybeans_monthly_rku,-0.011880302326709861,0.011880302326709861
Text_Climate_Anomaly,0.011130668995706125,0.011130668995706125
epu_fiscal,0.008620947976790048,0.008620947976790048
wheat_seasonal_lev,-0.007638020063144448,0.007638020063144448
Broad_Dollar_index,-0.007463078198491004,0.007463078198491004
corn_weekly_rsk,0.006894207080084771,0.006894207080084771
soybeans_seasonal_jumps,0.006717696878998978,0.006717696878998978
corn_monthly_jumps,-0.005548241765053946,0.005548241765053946
corn_weekly_rku,-0.004545193617967968,0.004545193617967968
epu_taxes,-0.0034867070115078827,0.0034867070115078827
NAO_index,0.000675266930786771,0.000675266930786771
